#
#
#转写说明：
#入声尾韵ʔ统一先用「?」;
#送气统一先用「'」;
#鼻音尾韵ŋ统一先用「ng」;
#ø统一先用「o/」;
#ɔ统一先用「oo」;
#œ统一先用「oe」;
#β统一先用「w」;
#ʒ统一先用「z」;
#ε统一先用「ee」;
#其余音标全部按照原书录入
#原书白读下划线统一在字后加「*」
#录入过程中的补注用「%」
##########################################


##########################################
#2021.1.28更新
#校对完成
#所有转写已替换为原书格式
#
###########################################

#p1298L	
#本章分类列出连江话常用词语，词语按连读后的读音标音。每条词语先写连江话说法，	
接着是标音，标音后是普通话的说法或该词语义。	
#一、天文	
日头	niʔ5 t‘au52	太阳	
裤郎囝	k‘u52 lɔuŋ21 ŋiaŋ33	短裤	
半长裤	puaŋ44 nɔuŋ21 ŋou213	短裤	
放*斗裤	puŋ21 nau44 ou213 开裆裤	
颂睏裤	syŋ21 ŋouŋ52 ŋou213	睡裤	
裙	kuŋ52	裙子	
背心	pui44 liŋ44	背心	
#p1306L	
汗𧜛	kaŋ21 lɔuŋ33	汗衣	
羊毛𧜛	yoŋ21 mɔ21 lɔuŋ33	羊毛衣	
背褡	pui52 laʔ12	背心	
羊毛䘥	yoŋ21 mɔ21 kaʔ12	羊毛背心	
长衫	tɔuŋ44 naŋ44	长袍	
鲜衣	ts‘ieŋ44 i44	旗袍	
大衣	tuai44 i44	大衣	
裤头带	k‘u44 lau21 lai213	裤带	
颂睏衫	syŋ21 ŋɔuŋ44 naŋ44	睡腰衣	
鞋靸	ε21 liaʔ12	拖鞋	
鞋屐	ε44 k‘iaʔ5	木屐	
鞋☐屐	ε21 lɔ44 k‘iaʔ5	木屐	
☐☐帽	ŋiaŋ21 ŋiaŋ52 mɔ242	有舌帽	
碗帽	uaŋ44 mɔ242	瓜皮帽	
草履靸	ts‘au21 i44 liaʔ12	草编拖鞋	
围身裙	ui21 liŋ44 ŋuŋ52	围裙	
领巾	liaŋ21 ŋyŋ44	围巾	
鞋套	ε21 t‘ɔ213	雨鞋	
雨靴	y21 uo44	长统雨鞋	%原书即为统
尿燥	niu21 lɔ213	尿布	
𪢌遮	laŋ21 ʒia44	围嘴儿	
袜	uaʔ5	袜子	
耳坠	ŋi21 lui242	耳坠子	
手镯	ts‘iu21 lɔʔ5	手镯子	
手指	ts‘iu24 ʒi33	戒指	
手𦃆	ts‘iu44 lɔʔ12	手套	
手巾	ts‘iu21 yŋ44	手帕	
袄轮	ɔ21 luŋ52	套衫	
手䘼	ts‘iu24 uoŋ33	袖子	
脰领	tau21 liaŋ33	领子	
裤斗	k‘u52 lau33	裤裆	
长*䘼	touŋ21 ŋuoŋ33	长袖	
短*䘼	tøy24 uoŋ33	短袖	
#十四、身体	
头*	t‘au52	脑袋	
头*发	t‘au21 uoʔ12	头发	
额头*	ŋia44 lau52	额头	
眉毛	mi21 mɔ52	眉毛	
目*霎	moyʔ2 sia12	睫毛	
目*睭	mεiʔ5 tsiu44	眼睛	
面*𱂮	miŋ52 mε33	脸蛋儿	%䫌
鼻	p‘ei213	鼻子	
耳*	ŋei242	耳朵	
喙	ts‘ui213	嘴	
喙皮*	ts‘ui44 βui52	嘴唇	
牙齿	ŋa21 i33	牙齿	
喙舌	ts‘ui44 lieʔ5	舌头	
喙⿱髟须	ts‘ui44 liu44	胡须	%鬚
下颏	a44 hai52	下巴	
喉咙	hœ21 loyŋ52	喉咙	
脰𦜩	tau21 uoʔ12	脖子	
心肝	siŋ44 ŋaŋ44	胸部	
六条骨	loyʔ2 teu21 ɔuʔ12	肋骨	
𬂌	nεiŋ52	乳房	
腹*老	puʔ12 lɔ33	肚子	
腹*脐*	puʔ12 sai52	肚脐	
手肚	ts‘iu24 lu33	手臂	
胳洛下	kɔʔ12 lɔuʔ5 a242	腋下	
巴掌	pa52 ʒyoŋ33	手掌	
掌指	tsieŋ24 ʒai33 手指	
掌甲	tsieŋ44 ŋaʔ12	指甲	
掌头母*	tsieŋ24 nau21 mɔ33	大母指	
鸡角指*	kie21 oyʔ12 tsai33	食指	
台中*指*	tai21 lɔuŋ52 tsai33	中指	
无*名*指*	mɔ21 miaŋ21 ʒai33	无名指	
尾掌指*	mui21 ʒieŋ24 ʒai33	小指	
骹肚囝	k‘a21 lu24 iaŋ33	小腿	
骹𩨑	k‘a44 naŋ44	脚后跟	
骹☐底	k‘a21 ʒyo24 lε33	脚底	
骹目睭	k‘a21 mεiʔ5 tsiu44	脚踝	
骹腹*头*	k‘a21 βuʔ12 t‘au52	膝盖	
骹掌指*	k‘a21 ʒieŋ24 ʒai33	脚指	
骹柄下	k‘a21 βaŋ52 ŋa242	胯下	
股川	ku21 ʒyoŋ44	屁股	
#p1307L	
肾脬	liŋ44 p‘a44	阴囊	
肾核子	liŋ21 ŋuoʔ2 tsi33	睾丸	
朘友	noy21 iu33	男阴	
姕𱂮	tsi52 βε33	女阴	%䫌
目滓	mɔyʔ2 tsai33	眼泪	
鼻☐	p‘i52 lœ52	鼻涕	
鼻屎	pi52 lai33	鼻精(干结的鼻涕)	
𪢌	laŋ33	口水	
苦毛	k‘u21 mo52	毫毛	
#十五、疾病	
破*病*	p‘uai52 βaŋ242	生病	
无*力*☐	mɔ21 niʔ5 ai52	不舒服，病了	
喫亏	k‘iʔ12 k‘ui44	难受	
看病*	k‘aŋ52 paŋ242	医病	
牧病*	muoʔ2 paŋ242	医病	
惊凊	kiaŋ52 ts‘eiŋ213	怕冷	
嗽	sau213	咳嗽	
吐	t‘ou213	呕吐	
病泻	paŋ21 nia213	拉肚子	
过	kuo213	传染	
发烧	huaʔ12 siu44	发热	
头*眩*	t‘au52 hiŋ52	头晕	
生*𭼕	saŋ52 huoŋ213	长疖子	
生*痱	sanŋ52 pui213	长痱子	
拍*腹*寒*	pa21 puʔ12 kaŋ52	打摆子	%原书即为pa21
病疳	paŋ44 kaŋ44	疳积	
病囝	paŋ21 ŋiaŋ33	害喜	
病腿	paŋ21 t‘ɔy33	痳疯病	
生*㾸𤶁	saŋ52 kɔ21 lɔ242	长疥疮	
生疥	saŋ52 kε213	长疥疮	
病哑	paŋ21 ŋa33	哑巴	
耳聋	ŋi44 loyŋ52	耳朵聋	
眚盲	ts‘aŋ44 maŋ52	眼瞎	
光瞎	kuoŋ52 ŋaʔ12	青光眼	
缺喙	k‘ieʔ5 ts‘ui213	豁唇	
病*颤疯	paŋ21 ʒieŋ44 ŋuŋ44	肢体颤抖	
#p1307R	
瘌头	laʔ12 t‘au52	秃头	
麻面	ma21 meiŋ213	麻脸	
大舌☐	tuai21 lieʔ5 pœ33	口吃	
出铺	ts‘uʔ12 p‘uo44	出麻疹	
出水珠	ts‘uʔ12 tsy21 ʒuo44	出水痘	
中风	tyŋ44 ŋuŋ4	脑溢血	
摆骹	pai21 k‘a44	跛脚	
弯髀	uaŋ44 p‘iaŋ4	驼背	
羊眩*	yoŋ21 hiŋ52	羊癫病	
冻子	toyŋ52 ʒi33	冻疮	
☐肠头	t‘ouʔ5 tɔuŋ21 nau52	疝气	
结肠	kieʔ12 tyoŋ52	便秘	
啡血	p‘ui52 hεiʔ12	吐血	
发*核	puoʔ12 houʔ5	鼠疫	
泼尿	puaʔ5 niu242	泄尿	
拈药	nieŋ44 yoʔ5	抓药	
食药	sieʔ5 yoʔ5	服药	
破相	p‘ɔ52 lyoŋ213	五官缺陷	
#十六、风俗	
讨親	t‘ɔ21 ʒiŋ44	娶親	
讨新妇	t‘ɔ21 liŋ52 mou242	娶媳妇	
做新妇	tsɔ21 liŋ52 mou242 出嫁	
出门	ts‘uʔ12 muoŋ52	出嫁	
过门	kuo44 muoŋ52	出嫁	
送门头	soyŋ44 muoŋ44 nau52	送礼	
做十	tsɔ44 sεiʔ5	做寿	
做晬	ts52 tsoy213	庆婴儿周岁	
做三旦	tsɔ21 saŋ52 naŋ213	庆婴儿出生三天	
做满月	tsɔ21 muaŋ21 ŋuokʔ5	庆婴儿出生一个月	
生去*	sεiŋ44 ŋɔ213	死去	
过后	kuo52 au242	去世	
收☐	siu44 liʔ5	收殓	
进葬	tsiŋ52 ʒɔuŋ213	出葬	
头七	t‘au21 ʒeiʔ12	人死后第七天祭奠	
断七	tɔuŋ21 ʒeiʔ12	人死后第四十九天祭奠	
安三	aŋ44 naŋ4	葬后第三天上墓山祭奠	
#p1308L	
硩纸	ta52 ʒai33	扫墓后把冥钱压在坟头	
地理先生	ti21 li21 siŋ44 naŋ44	看风水选墓址的人	
道士	tɔ21 lai242	祭奠死者时念经的道士	
金银箔	kiŋ44 ŋyŋ44 mɔʔ5	冥钱	
元宝箔	ŋuoŋ21 mo31 βɔʔ5	冥钱	
香线	hyoŋ52 niaŋ213	香	
糙衫	ts‘ɔ44 laŋ44	麻衣	
断杖	tɔuŋ21 nyoŋ242	哭丧棒	
筅堂	ts‘εiŋ21 nouŋ52	过年大扫除	
做年	tsɔ44 nieŋ52	过年	
硩岁钱	ta21 ui44 ʒieŋ52	压岁钱	
字运	tsi21 ouŋ242	运气	
过运	kuo52 ouŋ242	度过厄运	
公婆龛	kuŋ44 mɔ44 k‘aŋ44	祖宗牌位	
行第	ɔuŋ21 nε242	辈份	
#十七、农事	
粪池	puŋ44 nie52	粪池，厕所	
镰𬭴	lieŋ21 ŋεiʔ12	镰刀	
播田	puo44 ʒεiŋ52	插秧	
薅草	hau52 ʒau33	除草	
割粙	kaʔ5 tiu242	割稻子	
做田	tsɔ44 ts‘εiŋ52	种田	
饲*牛	tsi44 ŋu52	看牛	%原书即为ts
拾*猪屎	k‘aʔ12 ty52 lai33	拣猪粪	
棕蓑	tsoyŋ44 nai44	蓑衣	
扁担	pieŋ21 naŋ44	扁挑	
沃料	uo52 leu242	浇肥	
曝栗	p‘uo21 ʒuoʔ12	晒谷子	
栽菜	tsai52 ts‘ai213	种菜	
硩番薯	ta21 uaŋ44 ny52	种番薯	
拾*柴	k‘aʔ12 ts‘ia52	砍柴火	
剉树*	ts‘oy52 ts‘iu213	砍树	
摔粙	soyʔ5 tiu242	打谷子	
牛栏	ŋu21 laŋ52	牛栏	
鸡宿	kie52 liu213	鸡窝	
擦番薯米	ts‘iaʔ12 huaŋ52 ny21 mi33	刨番薯丝	
#p1308R	
犁	lε52	犁	
耙	pa242	松土，碎土	
粪☐	puŋ44 ts‘iaʔ5	粪勺	
涂箕	t‘u44 i44	土箕	
水车	tsy21 ʒia44	水车	
水碓	tsy44 lai213	水力带动碾米、磨麦的机器	
麦房	ma44 βuŋ52	磨麦作坊	
#十八、工艺	
做度绳	tsɔ21 tu44 liŋ52	盖房屋司付	
做细桌	tsɔ21 sε52 lɔʔ12	制木器司付	
衣裳司付	i21 lyoŋ21 na52 ou242	做衣服司付	
做涂司付	tsɔ44 t‘u52 sa52 ou242	泥水匠	
厨司付	tuo21 la52 ou242	厨师	
做竹司付	tsɔ52 tøyʔ12 sa52 ou242	竹器匠	
拍*铁	p‘a52 t‘ieʔ12	打铁	
拍*石*	p‘a44 lyoʔ5	打石头	
佮桶	kaʔ12 t‘oyŋ33	制桶	
拍席	p‘a44 ts‘yoʔ5	编草席	
鞝鞋	ts‘yoŋ44 ε52	把鞋帮、鞋底缝合成鞋	
拾搭厝	k‘a21 laʔ5 ts‘uo213	修理房屋	
起厝	k‘i44 ts‘uo213	盖房屋	
弹棉	taŋ21 mieŋ52	弹棉花	
箍桶	k‘u52 t‘oyŋ33	箍桶	
铸鼎	tsuo52 tiaŋ33	铸锅	
补鼎	puo24 tiaŋ33 补锅	
针黹	tsεiŋ52 ʒi33 做针线活	
㔏墙	lie21 ts‘yoŋ52	砌墙	
砌墙	ts‘ieʔ12 ts‘yoŋ52	砌墙	
㔏灶	lie44 tsau213	砌灶	
拍金	p‘a44 kiŋ44	打金首饰	
拍锡	p‘a52 seiʔ12	打锡制品	
搭被	taʔ5 p‘ui242	缝被子	
𬘜衣裳	t‘ieŋ21 i44 lyoŋ52	缝衣服	
铰布	ka52 puo213	剪布	
做饼	tsɔ52 piaŋ33	制饼	
做竹	tsɔ52 tøyʔ12	制竹器	
#1309L	
破*篾	p‘uai44 mieʔ5	破竹子	
#十九、商业	
做生意	tsɔ21 lεiŋ52 ŋei213	做生意	
老板	lɔ21 pεiŋ33	老板	
伙计	huo44 ei213	伙计	
师兄	sai44 iaŋ44	伙计，学徒	
京果店	kiŋ21 ŋou44 lεiŋ213	食品干果店	
苏纺店	su21 uoŋ44 nεiŋ213	百货店	
酱园店	tsyoŋ44 ŋuoŋ21 nεiŋ213	酱制食品店	
药材店	yo21 ʒai21 lεiŋ213	中药铺	
退衣店	t‘ɔ21 i52 lεiŋ213	估衣店	
馆店	kuaŋ44 nεiŋ213	菜馆	
剃头店	t‘ie44 lau21 leiŋ213	理发店	
客栈	k‘a52 ʒiaŋ242	旅社	
茶店	ta21 lεiŋ214	茶馆	
硋店	hai21 lεiŋ213	陶瓷器店	
数簿桌	su21 βuo52 loʔ242	账房	
柜头	kui44 lau52	柜台	
番钱	huaŋ44 ʒieŋ52	银圆	
银角	ŋyŋ21 ŋoyʔ12	小银圆	
铜片	toyŋʔ21 p‘ieŋ213	小铜钱	
工钱	koyŋ44 ʒieŋ52	工资	
花采钱	hua21 ʒai21 ʒieŋ52	小费	
趁钱	t‘iŋ44 ts‘ieŋ52	赚钱	%原书即为ts‘ieŋ52
折本	sieʔ2 puoŋ33	亏本	
讲价	kɔug44 ka213	讲价钱	
起价	k‘i44 a213	涨价	
填价	tεiŋ21 ka213	还价，讨价	
倩工	ts‘iaŋ44 koyŋ44	雇工	
籴米	tieʔ2 mi33	买米	
粜粟	t‘iu52 ts‘uoʔ12	卖谷子	
碎钱	ts‘oy44 ʒieŋ52	零钱	
权钱	kuoŋ21 ʒieŋ52	整钱	
欠数	k‘ieŋ52 nou213	欠账	
赊数	sia52 lou213	赊账	
倒街	tɔ21 kε44	商品过剩	
拍倒店	p‘a21 lɔ44 lεiŋ213	店铺倒闭	
#p1309R	
成花	siaŋ44 ŋua44	成交	
#二十、文教	
学堂	hɔuʔ5 tɔuŋ52	学校	
去*斋	k‘o44 tsε44	上学	
上堂	syoŋ44 tɔuŋ52	上课	
落堂	lɔ44 lɔuŋ52	下课	
放*昼*	puŋ52 nau213 放午学	
放暝	puŋ44 maŋ52	放晚学	
背书	pui44 tsy44	背诵课文	
水笔	tsy44 βeiʔ12	毛笔	
洋笔	yoŋ21 meiʔ12	铅笔	
几何车	ki44 o44 ʒia44	圆规	
簿簿	puo21 puo242	练习本	
做码	tsɔ52 ma33	考书做弊	
鸭母卵	aʔ12 mo44 lɔuŋ242	考书得零分	
头*名*	t‘au21 miaŋ52	第一名	
尾名	mui21 miaŋ52	最后一名	
关*昼*	kuoŋ44 nau213	中午不让学生放学	
关*暝	kuoŋ44 maŋ52	下午不让学生放学	
徛堂	k‘ie44 lɔuŋ52	站着上课	
走*走*搦	tsau21 tsau21 nieʔ5	一种追抓跑者的游戏	
屈屈密	k‘uʔ12 k‘uʔ12 mεiʔ5	一种寻找躲藏者的游戏	
抛*粪斗	p‘a21 puŋ24 nau33	打滚翻	
行*棋	kiaŋ21 ki52	下棋	
放*纸鹞	puŋ21 tsai44 iu242	放风筝	
舞龙	u21 lyŋ52	舞龙	
拍*狮	p‘a44 lai44	舞狮子	
泅水	siu21 ʒy33	游泳	
做戏	tsɔ52 hie213	演戏	
拍*打	p‘a52 la33	武打	
伬唱	ts‘ie52 ʒyoŋ213	有伴奏的民间戏曲演唱	
十番伬	sieʔ2 huaŋ44 ts‘ie44	民间音乐合奏	%原书即为sieʔ
锣鼓板	lɔ21 u24 βεiŋ33	锣鼓钹等民间敲打乐器合奏	
#p1310L	
批	p‘ie44	信	
批袋	p‘ie52 loy242	信封	
批纸	p‘ie52 ʒai33	信笺	
批肉	p‘ie44 nyʔ5	信封里的信	
#二十一、动作	
觑	ts‘øy213	看	
望	mɔuŋ242	看	
盻	hε33	怒视，白眼	
相	syoŋ213	细看	
☐	sau33	快看	
☐	t‘iaʔ12	眨眼	
䀫	k‘εiʔ12	闭眼	
☐鼻	t‘au44 p‘ei213	擤鼻涕	
☐	tsoyʔ12	吻	
啜	ts‘uoʔ12	喝	
𠲿	soʔ12	吮吸	
㖹	puŋ52	吹	
嗅	hiu213	闻	
告	kœ213	叫	
吼	hau33	招呼	
告叫	kœ52 kiu213	大声喊叫	
☐	k‘ε33	啃	
☐	ka242	咬	
嚗	pɔʔ12	骂	
𠿝	ts‘œ52	呵叱	
𠰭	mau33	闭唇	
啡𪢌𪢌	p‘ui21 laŋ33	吐口水	%原书重字
诅	tsou213	咒骂	
诅喙	tsu52 ʒui213	赌咒	
嚼	tsyoʔ5	咀嚼	
𫼗	ma44	五指抓	
撚	nɔuŋ52	两指揉	
掇	tɔuʔ12	端	
捽	tsɔuʔ22	扯	
𢯾	mɔ213 敲打	
𪮋	soyʔ12	摔打	
捭	pi44	拉	
#p1310R	
𢪱	uʔ5	挥舞	
𢱤	soyŋ33	推搡	
捵	t‘iaŋ33	推开	
拍*	paʔ12	打	
捋	laʔ5	挽，摩	
瘿	εiŋ44	放	
羁	kie44	结，扣	
抔	pouʔ12	双手捧	
掼	kuaŋ242	提	
㧾	houʔ12	用条物打	
抾	k‘œ33	扔	
掏	tɔ52	拿	
拈	nieŋ44	拿	
刡	mie44	削皮	
摒	piaŋ213	倒掉	
☐	lɔuŋ44	拳打	
舂	tsyŋ44	拳打	
櫼	tsieŋ44	打入，挤入	
鼓(搅)	ku33	搅拌	
抖	teu33	抽打	
克	k‘εiʔ12	挤	
硩	taʔ12	压	
☐	sa52	乱拿	
磕	k‘ouʔ5	碰，敲打	
扛	kɔuŋ44	抬	
杠	k‘ɔuŋ52	肩负	
☐	kiaʔ5	单头挑	
☐	t‘ie33	撕	
☐	hieŋ213	扔	
☐	liu44	扔	
𫦉	leu33	剜	
挢	kiu242	撬	
𰫋	maŋ44	蒙上	%䊟
泯	miŋ44	躲	
囥	k‘ɔuŋ213	藏起	
𦃆	lɔʔ12	套入	
拭	ts‘eiʔ12	擦	
抹	muaʔ12	涂上	
#p1311L	
𢶀	ts‘oy213	寻找	
行*	kiaŋ52	走	
走*	tsau33	逃	
躃	pie213	跑	
☐	k‘iu213	蹲	
踅	suoʔ5	旋转	
𢬳	t‘uʔ5	刺入	%注意字形，原书为⿰扌秃(大陆)，天珩为⿰扌禿(台湾)
☐	keiʔ12	刺入	
炬	køy242	点火	
☐	leiʔ12	跳跃	
跞	louʔ2	散步	
趖	ts‘ɔʔ5	急奔	
跋	puaʔ5	跌	
㰹	haŋ213	告知	
伐	p‘uaʔ5	跨步	
☐	iaʔ5	招手	
#二十二、行为	
佮	kaʔ12	合作，合秋	%原书即为合秋，为错字
泎	tsiaʔ12	溅	
拾*	k‘aʔ12	捡	
拣	kεiŋ33	挑选	
匀	yŋ52	分出	
行*动*	kiaŋ21 noyŋ242	走动	
对手	toy52 ʒiu33	帮忙	
讲证	kɔuŋ44 tseiŋ213	谈天道地	
讲☐☐	kɔuŋ44 hɔ21 lɔ213	说笑	
讲畅	kɔuŋ44 tyoŋ213	说着玩	
碎讲	ts‘oy44 ouŋ33	闲聊	
蛮笑	maŋ21 ts‘iu213	开玩笑	
解*闷	kε44 mouŋ242	寻开心，拿别人开玩笑	
解*衰	kε21 soy44	捉弄人	
刺*溪	ts‘ie44 k‘ε44	取笑，挖苦别人	
加三码	k21 laŋ52 ma33	弄虚作假	
保削	pɔ44 lyoʔ12	爱惜，保护	
容纵	yŋ21 ʒoyŋ213	纵容	
做愆	tsɔ44 k‘ieŋ44	做孽	
#p1311R	
做证	tsɔ52 ʒeiŋ213	设计使人上当	
做胡	tsɔ44 hu52	马虎，骗人	
做死胚	tsɔ52 li21 βui44	耍赖	
做码	tsɔ52 ma33	作弊	
做水	tsɔ52 ʒy33	食物中掺水加重	
做呆	tsɔ44 ŋai52	破罐子破摔	
做畅	tsɔ52 t‘yoŋ213	开玩笑	
做家	tsɔ44 a44	节约	
拍*𰺲	p‘a52 tɔuŋ242 丢掉	%逷盪
拍*☐	p‘a52 loyʔ12	丢掉	
拍*无*	p‘a52 mɔ52	丢失	
拍*𰺲阵	p‘a21 lɔuŋ52 neiŋ242	迷路	
拍*𰺲𰉣	p‘a21 lɔuŋ52 nuo242 迷路	
爆*家	pouʔ2 ka44	暴露，败露	
摊拍*	t‘aŋ52 maʔ12	排场	
无*☐	mɔ44 ts‘yoʔ5	不理 睬	
无*察	mo21 ts‘iaʔ12	不管	
拨醒*	puaʔ12 ts‘iaŋ33	经点拨醒悟	
变面*	pieŋ52 meiŋ213	翻脸	
问*算	muoŋ52 nɔuŋ213	责问	
拍*算	p‘a52 lɔuŋ213	打算	
褪沏*沏*	t‘ɔuŋ21 na52 aʔ12	打赤膊	
褪股马	t‘ɔuŋ21 ŋu24 ma33	光臀	
学*	ɔʔ5	学习；背后传话	
受治	siu21 lei42	被虐待	
受怪	siu21 uai213	可怜	
定动*	tiŋ21 noyŋ242	动弹	
填谜	tεiŋ21 mei242	猜谜	
拍*施	p‘a44 lie44	散落	
听喙	t‘iaŋ52 ʒu213	听话	
#二十三、心理	
八	pεiʔ12	知道	
八传	pεiʔ2 tyoŋ52	知道	
会八	ε242 pεiʔ12	知道，懂得，认识	
𫧃八	mε21 βεiʔ12	不知道，不懂，不认识	
会捨	ε242 sia33	捨得	
#p1312L	
𫧃捨	mε21 lia33	捨不得	
八症	pεiʔ12 tseiŋ213	识相，懂规矩	
当𫧃殆	tɔuŋ21 mε52 tai213	受不了	
气	k‘ei213	生气	
恻	ts‘εiʔ12	悲切，生气	
愁*	teu52	愁闷	
欢喜	huaŋ52 ni33	喜欢	
见觉	kieŋ52 ŋoyʔ12	感觉	
退悔	t‘oy52 ui213	后悔	
慌瘴	huoŋ44 tsyoŋ44	慌张	
苦	k‘u33	发愁	
蒻	yoʔ12	疲劳，泄气	
会意	hui52 ei213	理解	
𫧃会意	mε44 hui21 ei213	不理解	
惊	kiaŋ44	怕	
伓惊	iŋ44 ŋiaŋ44	不怕	
透骹	t‘au44 k‘a44	舒服	
念	nεiŋ242	想念	
安心	aŋ44 niŋ44	放心	
#二十四、性状	
敆壳	kaʔ2 k‘oyʔ12	卡壳，难缠	
平*直	paŋ44 niʔ5	整齐，诚实	
平*搭	paŋ21 naʔ12	稳妥，周到	
平*正*	paŋ21 ʒiaŋ213	质地不好	
平*长*	paŋ21 nɔuŋ52	一样长	
残	ts‘iaŋ52	心狠	
𠏋	k‘œ52 傻，笨	
𪴯	ŋɔuŋ242	傻	
恶	ouʔ12	凶	
臒	oʔ12	乖，听话	
下邪	a44 lia52	耍赖，占便宜	
缠绊	tieŋ21 muaŋ242	纠缠不清	
好高瘌	hɔ21 kɔ52 laʔ12	自大，好表现	
呆*乇	ŋai21 noʔ12	坏东西，坏蛋	
好脚	hɔ44 yoʔ12	强手	
死脚	si44 yoʔ	呆板，不灵活，不好用的脚色	%原书音调脱漏
#p1312R	
本事	puoŋ44 nøy242	有本事	
墘角	kieŋ21 ŋoyʔ12	严密周到	
四角	si52 koyʔ12	刻板，太认真	
利落*	li44 lɔʔ5	勤快	
定*着	tiaŋ44 tyoʔ5	老实，守规矩	
定*虫	tiaŋ44 t‘oyŋ52	懒惰	
细腻	sε52 nei242	小心，客气	
好疼	hɔ44 liaŋ213	可爱，和蔼	
𫦉骨	leu21 ɔuʔ12	尖刻	
顽	ŋuaŋ52	顽皮	
奸尻利	kaŋ21 iu44 lei242	吝啬	
病*净洁	paŋ44 ʒiŋ21 ŋieʔ12	洁癖	
𡟑	heu52	女人不正派	
无*定*	mɔ21 liaŋ242	好动，不规矩	
𡟑无*定*	heu21 mɔ21 liaŋ242	女人不正派	
臭硬	ts‘au52 ŋεiŋ242	死硬	
假师*	ka21 sa44	不懂装懂	
了离	liu44 lie242	清楚，敏捷	
纳闷	naʔ12 mɔuŋ242	傻样，不清楚	
伓是胚	iŋ21 ni44 p‘ui44	不是好东西	
王道	uog21 nɔ242	厚道，善良	
慒	tsœ44	胡涂，马虎	
橂(𠕆)	tεiŋ242	结实	
冇	p‘aŋ213	不结实	
滥	laŋ242	沾水	
烂	laŋ242	煮熟、腐烂	
瘼	mouʔ12	烂糊	
燋	ta44	干	
润*	nouŋ213	潮湿	
𬲕	tsiaŋ33	味淡	
糗	k‘iu213	硬	
清	tsiŋ44	稀	
𬇴	kyʔ5	浓	
☐	kuai44	(菜)老	
幼	iu213	不成熟	
戋	tsieŋ33	不成熟	
宿	søyʔ12	成熟	
#p1313L	
肥	pui52	肥，胖	
𤸬	soy44	(人)瘦	
矬	tsɔ242	矮胖	
滇	tieŋ242	满	
抽	t‘iu44	瘦长	
生*	ts‘iaŋ44	生的	
価	sε242	多	%⿰亻西
稠	seu52	均匀，经常	
俊	tsouŋ213	美	
好疼	hɔ44 liaŋ213	可爱，漂亮	
拉查	la44 ʒia44	肮脏	
麻渣	ma21 tsia52	肮脏	
沏*洁	t‘a52 εiʔ12	清洁	
闹热	nau44 ieʔ5	热闹	
惯势	kεiŋ52 sie213	习惯	
盘数	puaŋ21 nou213	傻瓜，做傻事	
无*块死	mɔ21 noy53 si33	质差	
无*乇使*	mɔ21 nɔ52 lai33	无用	
无*成*乇	mɔ21 liaŋ21 nɔʔ12	不成样子	
无亥数	mo21 ai52 lou213	没本事，没希望	
张死款	tyoŋ21 si24 k‘uaŋ33	装腔作势	
臭酸	tsau44 sɔug44	闻出酸味	
行*时	kiaŋ21 ni52	时髦	
时式	si52 leiʔ12	时兴	
无*样	mɔ21 yoŋ242	丢脸	
玩愚	ŋuaŋ21 ŋøy242	丢脸	
困*落*	εiŋ44 lɔʔ5	清闲	
背	pui242	倒霉	
赘*闷	t‘ui52 mouŋ242	啰嗦	
跋摔	puaʔ2 soyʔ12	颠簸	
白老鼠	pa21 lɔ24 ʒy33	分文俱无	
罔去*	muŋ44 ŋɔ213	将就，随便	
快*脆	k‘ε52 ʒui213	快捷	
有*硬	u21 ŋεiŋ242	结实	
有*使*	u21 lai33	经用	
有*影*	u21 iaŋ33	有效	
#p1313R	
#二十五、指代	
我*	ŋuai33	我	
汝	ny33	你	
伊	i44	他	
我*各侬	ŋuai33 koʔ5 noyŋ52	我们	
依家各侬	noyŋ44 ŋa44 kɔʔ5 noyŋ52	咱们	
汝各侬	ny33 koʔ5 noyŋ52	你们	
伊各侬	i44 koʔ5 noyŋ52	他们	
大家侬	tai21 a44 noyŋ52	大家	
自家	tsi44 a44	自己	
别侬	pieʔ12 noyŋ52	别人	
这只*	tsi21 ʒieʔ12	这个	
☐只*	hi21 (hie21) ʒieʔ12	那个	
者辰候	tsia44 lεiŋ21 ŋau242	这时候	
☐辰候	hia44 lεiŋ21 ŋau242	那时候	
☐☐	tsu44 uai213	这里	
☐☐	hu44 uai213	那里	
这𣆯	tsi21 ɔuŋ52	这么久	
☐𣆯	hi21 (hie21) ɔuŋ52	那么久	
蒋款	tsyoŋ24 ŋuaŋ33	这样	
响款	hyoŋ24 uaŋ33	那样	
☐侬	tœ44 loyŋ52	谁	
什乇侬	sieʔ2 nɔ44 noyŋ52	什么人	
乇侬	nɔ44 noyŋ52	什么人	
乜候	mieʔ5 ŋau242	什么时候	
乇辰候	nɔ44 lεiŋ21 ŋau242	什么时候	
乇事*计	nɔ44 lai21 ie213	什么事情，干什么	
☐☐	taŋ24 nœ33	哪里	
☐蜀*只*	taŋ44 nyo21 ʒieʔ12	哪一个	
☐蜀间	taŋ44 nyo44 aŋ44	哪一间	
这☐讲	tsie44 nie44 kɔuŋ33	怎么讲，怎样讲	
蒋讲	tsyoŋ24 ŋɔuŋ33	怎么	
蒋其	tsyoŋ21 ŋi52	怎样，怎么样	
偌夥	nyo21 uai242	多少	
偌価	nyo21 lε242	多少	%⿰亻西
